"name","id","address","unom","district","area","col_758","col_759","col_760","col_761","col_762","col_763","col_764","col_766","col_769","col_770","col_771","col_772","col_775","col_781","col_1945_del","col_2463","col_3163"
"Дом по адресу г. Москва, ш. Энтузиастов, д. 100, к. 3","1512218","город Москва, шоссе Энтузиастов, дом 100, корпус 3","30176","Восточный административный округ","муниципальный округ Ивановское","2048781","9","2","71","3854.4","3841","13-Apr","33","2048929","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Зелёный пр-кт, д. 56","1516566","город Москва, Зелёный проспект, дом 56","8387","Восточный административный округ","муниципальный округ Новогиреево","56183268","9","8","279","13588.7","13239.9","348.8","","2048929","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, Измайловский пр-кт, д. 91, к. 1","1533328","город Москва, Измайловский проспект, дом 91, корпус 1","8704","Восточный административный округ","муниципальный округ Восточное Измайлово","2048912","12","1","80","5527.7","3468.3","2059.4","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 15-я Парковая ул., д. 40, к. 3","1520795","город Москва, 15-я Парковая улица, дом 40, корпус 3","18928","Восточный административный округ","муниципальный округ Северное Измайлово","2048759","14","1","98","4257.9","4257.9","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Лечебная ул., д. 3","1521819","город Москва, Лечебная улица, дом 3","13102","Восточный административный округ","муниципальный округ Соколиная Гора","2048912","5","2","40","3062.8","2641.7","421.1","43","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, Щёлковское ш., д. 20","1506711","город Москва, Щёлковское шоссе, дом 20","29895","Восточный административный округ","муниципальный округ Северное Измайлово","2048912","5","3","54","3002","2249.1","752.9","","179625102","22728486","0","0","22289162","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, ул. Бирюсинка, д. 11/38","1528523","город Москва, улица Бирюсинка, дом 11/38","547","Восточный административный округ","муниципальный округ Гольяново","2048912","5","4","80","3364.7","3364.7","0","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Лечебная ул., д. 14","1530024","город Москва, Лечебная улица, дом 14","13106","Восточный административный округ","муниципальный округ Соколиная Гора","2048752","5","4","69","3692.8","3158.9","533.9","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 7-я Парковая ул., д. 33, к. 5","1508382","город Москва, 7-я Парковая улица, дом 33, корпус 5","18697","Восточный административный округ","муниципальный округ Северное Измайлово","2048912","8","3","84","5860.4","4920.8","939.6","","179625102","22728486","3","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Байкальская ул., д. 51, к. 1","1512706","город Москва, Байкальская улица, дом 51, корпус 1","1266","Восточный административный округ","муниципальный округ Гольяново","2048763","9","6","215","9705.8","9641.7","64.1","28","179625102","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, ул. Лазо, д. 18, к. 2","1508214","город Москва, улица Лазо, дом 18, корпус 2","12560","Восточный административный округ","муниципальный округ Перово","2048758","12","1","81","4137.9","3557.6","580.3","26","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, ул. Молостовых, д. 10, к. 2","1515820","город Москва, улица Молостовых, дом 10, корпус 2","15106","Восточный административный округ","муниципальный округ Ивановское","2048789","12","3","168","9460.6","9406","54.6","8","179625090","22728486","3","3","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Мартеновская ул., д. 12","1504628","город Москва, Мартеновская улица, дом 12","13839","Восточный административный округ","муниципальный округ Перово","2048912","5","4","80","3538.6","3524.9","13-Jul","0","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, Свободный пр-кт, д. 9, к. 3","1519786","город Москва, Свободный проспект, дом 9, корпус 3","22825","Восточный административный округ","муниципальный округ Ивановское","2048781","9","2","72","3870.5","3870.5","0","","2048929","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, Щёлковское ш., д. 26, к. 3","1538951","город Москва, Щёлковское шоссе, дом 26, корпус 3","64098","Восточный административный округ","муниципальный округ Северное Измайлово","2048825","17","3","197","11696.8","11419.2","277.6","","2048929","22728486","3","3","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, 5-й пр-д Подбельского, д. 4А, к. 4","1509112","город Москва, 5-й проезд Подбельского, дом 4А, корпус 4","20213","Восточный административный округ","муниципальный округ Богородское","2048912","5","3","60","4087","4063.7","23-Mar","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, 2-я Владимирская ул., д. 4, к. 2","1512747","город Москва, 2-я Владимирская улица, дом 4, корпус 2","4029","Восточный административный округ","муниципальный округ Перово","2048798","4","1","16","998.4","975.4","23","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, 4-я Гражданская ул., д. 39, к. 6","1524601","город Москва, 4-я Гражданская улица, дом 39, корпус 6","5937","Восточный административный округ","муниципальный округ Богородское","2048912","5","3","60","2518.8","2496","22-Aug","","179625102","22728486","0","0","22289163","22289205","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Сокольники, 4-я Сокольническая ул., д. 4","1530433","город Москва, 4-я Сокольническая улица, дом 4","24228","Восточный административный округ","муниципальный округ Сокольники","2048798","6","3","31","1928.6","1665","263.6","8","179625102","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Метрогородок, ул. Николая Химушина, д. 13, к. 2","1519685","город Москва, улица Николая Химушина, дом 13, корпус 2","27925","Восточный административный округ","муниципальный округ Метрогородок","2048912","5","3","45","2431.3","2431.3","0","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, Нижняя Первомайская ул., д. 46Б","1540663","город Москва, Нижняя Первомайская улица, дом 46Б","19284","Восточный административный округ","муниципальный округ Восточное Измайлово","2048912","6","3","54","3027","2877.2","149.8","","179625102","22728486","3","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 11-я Парковая ул., д. 52, к. 5","1530530","город Москва, 11-я Парковая улица, дом 52, корпус 5","18821","Восточный административный округ","муниципальный округ Северное Измайлово","2048766","5","4","80","3575.6","3554","21-Jun","","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Чусовская ул., д. 11, к. 2","1519517","город Москва, Чусовская улица, дом 11, корпус 2","29217","Восточный административный округ","муниципальный округ Гольяново","2048755","5","6","120","5104.6","5104.6","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Погонный пр-д, д. 25","1502346","город Москва, Погонный проезд, дом 25","20141","Восточный административный округ","муниципальный округ Богородское","2048758","12","1","80","4072.2","3453.9","618.3","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новокосино, Новокосинская ул., д. 21","1516671","город Москва, Новокосинская улица, дом 21","61194","Восточный административный округ","муниципальный округ Новокосино","2048777","14","3","167","9190.6","9141.8","48.8","9","2048929","22728486","3","3","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Амурская ул., д. 21, к. 1","1532348","город Москва, Амурская улица, дом 21, корпус 1","530","Восточный административный округ","муниципальный округ Гольяново","2048798","4","3","39","3455.8","2639.7","816.1","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Глебовская ул., д. 2","1514352","город Москва, Глебовская улица, дом 2","5536","Восточный административный округ","муниципальный округ Богородское","2048798","5","2","40","1582.6","1555.5","27-Jan","","179625102","22728486","0","0","22289162","22289205","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, ул. Металлургов, д. 17А","1521352","город Москва, улица Металлургов, дом 17А","14230","Восточный административный округ","муниципальный округ Перово","2048912","5","4","60","3264.5","3256.8","7-Jul","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Хабаровская ул., д. 18, к. 1","1515432","город Москва, Хабаровская улица, дом 18, корпус 1","28640","Восточный административный округ","муниципальный округ Гольяново","73851619","9","8","287","14527.8","14254.1","273.7","","2048929","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Метрогородок, Открытое ш., д. 25, к. 16","1509007","город Москва, Открытое шоссе, дом 25, корпус 16","18157","Восточный административный округ","муниципальный округ Метрогородок","2048912","12","1","81","3651","3505.5","145.5","38","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 9-я Парковая ул., д. 21, к. 2","1535879","город Москва, 9-я Парковая улица, дом 21, корпус 2","18726","Восточный административный округ","муниципальный округ Измайлово","2048752","5","4","68","3583","2908.7","674.3","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, 3-я ул. Соколиной Горы, д. 1","1511023","город Москва, 3-я улица Соколиной Горы, дом 1","65033","Восточный административный округ","муниципальный округ Соколиная Гора","2048777","14","2","111","6101.3","6052.4","48.9","","2048929","22728486","2","2","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Косинская ул., д. 14, к. 2","1536424","город Москва, Косинская улица, дом 14, корпус 2","11111","Восточный административный округ","муниципальный округ Вешняки","2048759","14","1","98","4190.3","4190.3","0","26","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Краснобогатырская ул., д. 29, к. 2","1526242","город Москва, Краснобогатырская улица, дом 29, корпус 2","61210","Восточный административный округ","муниципальный округ Богородское","2048779","14","3","150","7571.3","7036.9","534.4","15","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 13-я Парковая ул., д. 26, к. 3","1528052","город Москва, 13-я Парковая улица, дом 26, корпус 3","18853","Восточный административный округ","муниципальный округ Северное Измайлово","2048912","12","1","96","3636.5","3636.5","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточное Измайлово, 15-я Парковая ул., д. 1/123, к. 2","1526455","город Москва, 15-я Парковая улица, дом 1/123, корпус 2","18892","Восточный административный округ","муниципальный округ Восточное Измайлово","2048912","9","1","70","2972.6","2429","543.6","","179625102","22728486","1","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Окружной пр-д, д. 11, к. 5","1538485","город Москва, Окружной проезд, дом 11, корпус 5","17370","Восточный административный округ","муниципальный округ Соколиная Гора","2048912","5","3","43","4047.8","3386.1","661.7","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Косино-Ухтомский, Святоозерская ул., д. 14","1538301","город Москва, Святоозерская улица, дом 14","240076","Восточный административный округ","муниципальный округ Косино-Ухтомский","2048825","12","9","396","24275.6","22338.6","1937","","2048929","22728486","9","9","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Краснобогатырская ул., д. 75, к. 1","1517976","город Москва, Краснобогатырская улица, дом 75, корпус 1","11474","Восточный административный округ","муниципальный округ Богородское","2048763","9","2","416","12984.8","11261.4","1723.4","","179625102","22728486","2","2","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, ул. Молостовых, д. 9, к. 2","1523593","город Москва, улица Молостовых, дом 9, корпус 2","82044","Восточный административный округ","муниципальный округ Ивановское","2048780","14","4","201","10202.7","10163.2","39.5","","2048929","22728486","4","4","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточный, ул. 9 Мая, д. 12","1526507","город Москва, улица 9 Мая, дом 12","6329","Восточный административный округ","муниципальный округ Восточный","2048798","4","2","24","2995.9","1816.3","1179.6","38","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, ул. Молостовых, д. 11, к. 3","1507468","город Москва, улица Молостовых, дом 11, корпус 3","15110","Восточный административный округ","муниципальный округ Ивановское","2048755","9","4","144","7166","7166","0","","2048929","22728486","4","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Сахалинская ул., д. 6, к. 1","1520842","город Москва, Сахалинская улица, дом 6, корпус 1","22750","Восточный административный округ","муниципальный округ Гольяново","2048781","9","8","287","13693.4","13693.4","0","","2048929","22728486","8","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Фрязевская ул., д. 3, к. 1","1525741","город Москва, Фрязевская улица, дом 3, корпус 1","27703","Восточный административный округ","муниципальный округ Новогиреево","56183249","12","1","80","5370.2","3469","1901.2","","179625107","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Союзный пр-кт, д. 13, к. 1","1511719","город Москва, Союзный проспект, дом 13, корпус 1","24424","Восточный административный округ","муниципальный округ Новогиреево","2048758","12","1","84","3631.3","3631.3","0","41","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, 1-я Владимирская ул., д. 25, к. 2","1508585","город Москва, 1-я Владимирская улица, дом 25, корпус 2","4008","Восточный административный округ","муниципальный округ Перово","2048755","5","4","80","3518.4","3518.4","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 3-я Парковая ул., д. 46, к. 6","1533864","город Москва, 3-я Парковая улица, дом 46, корпус 6","18547","Восточный административный округ","муниципальный округ Северное Измайлово","2048758","9","1","72","2602.3","2557.9","44.4","","179625090","22728486","1","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Электрозаводская ул., д. 12А","1506622","город Москва, Электрозаводская улица, дом 12А","30075","Восточный административный округ","муниципальный округ Преображенское","2048798","5","2","88","5533.2","5419.2","114","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Метрогородок, Открытое ш., д. 29, к. 7","1501287","город Москва, Открытое шоссе, дом 29, корпус 7","18192","Восточный административный округ","муниципальный округ Метрогородок","2048912","5","3","60","2484","2484","0","","179625102","22728486","0","0","22289162","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, Ивантеевская ул., д. 3, к. 5","1537101","город Москва, Ивантеевская улица, дом 3, корпус 5","20164","Восточный административный округ","муниципальный округ Богородское","2048912","5","3","48","2574.6","1997.9","576.7","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, 4-я Гражданская ул., д. 34, к. 1","1515769","город Москва, 4-я Гражданская улица, дом 34, корпус 1","5928","Восточный административный округ","муниципальный округ Богородское","2048912","5","4","80","3503.7","3484.9","18-Aug","","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Мартеновская ул., д. 15","1534182","город Москва, Мартеновская улица, дом 15","13842","Восточный административный округ","муниципальный округ Перово","2048789","16","1","105","5327.3","4996.7","330.6","22","179625090","22728486","1","1","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Суворовская ул., д. 33","1503277","город Москва, Суворовская улица, дом 33","25070","Восточный административный округ","муниципальный округ Преображенское","2048912","5","3","47","3151.6","2737.8","413.8","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 7-я Парковая ул., д. 23А","1535837","город Москва, 7-я Парковая улица, дом 23А","18684","Восточный административный округ","муниципальный округ Измайлово","2048912","5","3","65","4481.2","4481.2","0","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 2-я Парковая ул., д. 4","1519530","город Москва, 2-я Парковая улица, дом 4","18497","Восточный административный округ","муниципальный округ Измайлово","2048912","5","2","40","1883.6","1565.4","318.2","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Мартеновская ул., д. 6, к. 2","1511730","город Москва, Мартеновская улица, дом 6, корпус 2","13831","Восточный административный округ","муниципальный округ Перово","2048798","5","3","60","3045.2","2518.9","526.3","","179625102","22728486","0","0","22289163","22289207","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, Саянская ул., д. 7, к. 1","1517155","город Москва, Саянская улица, дом 7, корпус 1","22766","Восточный административный округ","муниципальный округ Ивановское","2048803","22","2","174","10204.8","9965.8","239","","179625090","22728486","2","2","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, Сиреневый б-р, д. 69, к. 4","1505189","город Москва, Сиреневый бульвар, дом 69, корпус 4","23808","Восточный административный округ","муниципальный округ Северное Измайлово","2048751","5","4","80","3545","3545","0","","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, 1-я Гражданская ул., д. 99, к. 2","1528530","город Москва, 1-я Гражданская улица, дом 99, корпус 2","5915","Восточный административный округ","муниципальный округ Богородское","56183254","12","1","84","3653.1","3653.1","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Братская ул., д. 7","1524075","город Москва, Братская улица, дом 7","2763","Восточный административный округ","муниципальный округ Перово","2048755","5","4","80","3496.6","3496.6","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 11-я Парковая ул., д. 42, к. 1","1511530","город Москва, 11-я Парковая улица, дом 42, корпус 1","18808","Восточный административный округ","муниципальный округ Северное Измайлово","2048793","6","4","94","4916.3","4101.8","814.5","","179625102","22728486","4","0","22289163","22289207","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Амурская ул., д. 70","1518548","город Москва, Амурская улица, дом 70","562","Восточный административный округ","муниципальный округ Гольяново","2048912","5","4","80","3526","3411","115","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, Буракова ул., д. 19","1514688","город Москва, Буракова улица, дом 19","51493","Восточный административный округ","муниципальный округ Соколиная Гора","2048789","16","1","111","5155","5147.3","7-Jul","0","179625090","22728486","1","1","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Новогиреево, Братская ул., д. 19, к. 1","1511216","город Москва, Братская улица, дом 19, корпус 1","2773","Восточный административный округ","муниципальный округ Новогиреево","2048781","9","6","211","10662.7","10455.8","206.9","","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Новогиреевская ул., д. 10, к. 1","1529822","город Москва, Новогиреевская улица, дом 10, корпус 1","16449","Восточный административный округ","муниципальный округ Перово","2048758","12","1","81","5213.9","3475.2","1738.7","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Федеративный пр-кт, д. 7, к. 2","1509010","город Москва, Федеративный проспект, дом 7, корпус 2","27070","Восточный административный округ","муниципальный округ Перово","2048912","5","2","30","1628","1591.9","36.1","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Халтуринская ул., д. 12, к. 1","1507634","город Москва, Халтуринская улица, дом 12, корпус 1","27765","Восточный административный округ","муниципальный округ Преображенское","2048759","14","1","98","4269.1","4269.1","0","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, 2-я Владимирская ул., д. 30, к. 2","1521738","город Москва, 2-я Владимирская улица, дом 30, корпус 2","4066","Восточный административный округ","муниципальный округ Перово","2048912","5","3","60","2500.6","2492.1","8-May","","179625102","22728486","0","0","22289162","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Восточный, Главная ул., д. 19А","1502944","город Москва, Главная улица, дом 19А","5488","Восточный административный округ","муниципальный округ Восточный","2048781","9","6","214","10598.2","10583.8","14-Apr","24","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 3-я Парковая ул., д. 42, к. 1","1504864","город Москва, 3-я Парковая улица, дом 42, корпус 1","18537","Восточный административный округ","муниципальный округ Северное Измайлово","2048912","5","4","80","3585.1","3532.2","52.9","","179625090","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Преображенское, Просторная ул., д. 10, к. 4","1512602","город Москва, Просторная улица, дом 10, корпус 4","20905","Восточный административный округ","муниципальный округ Преображенское","2048912","5","3","60","2454.8","2454.8","0","36","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Богородское, 4-я Гражданская ул., д. 34, к. 2","1527456","город Москва, 4-я Гражданская улица, дом 34, корпус 2","5929","Восточный административный округ","муниципальный округ Богородское","2048912","5","3","60","2566.3","2544.6","21-Jul","","179625107","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Амурская ул., д. 27","1529696","город Москва, Амурская улица, дом 27","540","Восточный административный округ","муниципальный округ Гольяново","2048752","5","4","80","3530.1","3414.7","115.4","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Гольяново, Хабаровская ул., д. 20","1511266","город Москва, Хабаровская улица, дом 20","28645","Восточный административный округ","муниципальный округ Гольяново","2048755","9","4","144","7142.8","7142.8","0","","2048929","22728486","4","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Ивановское, Сапёрный пр-д, д. 14, к. 2","1538821","город Москва, Сапёрный проезд, дом 14, корпус 2","22705","Восточный административный округ","муниципальный округ Ивановское","2048755","5","4","80","3514.9","3514.9","0","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, Измайловский пр-д, д. 14, к. 2","1539652","город Москва, Измайловский проезд, дом 14, корпус 2","8668","Восточный административный округ","муниципальный округ Измайлово","2048758","12","1","82","3974.8","3526.1","448.7","","179625090","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Соколиная Гора, 8-я ул. Соколиной Горы, д. 13","1529813","город Москва, 8-я улица Соколиной Горы, дом 13","24173","Восточный административный округ","муниципальный округ Соколиная Гора","2048912","5","4","60","3430","3226","204","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Косинская ул., д. 18, к. 3","1511830","город Москва, Косинская улица, дом 18, корпус 3","11119","Восточный административный округ","муниципальный округ Вешняки","2048781","9","8","287","14302.3","14302.3","0","0","2048929","22728486","8","0","","22289207","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 8-я Парковая ул., д. 25","1537220","город Москва, 8-я Парковая улица, дом 25","18701","Восточный административный округ","муниципальный округ Измайлово","2048912","5","4","80","4153","3418","735","","179625102","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Вешняки, Реутовская ул., д. 8, к. 1","1502964","город Москва, Реутовская улица, дом 8, корпус 1","21760","Восточный административный округ","муниципальный округ Вешняки","2048781","9","6","215","10560.8","10560.8","0","","2048929","22728486","6","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Сокольники, Старослободский пер., д. 2А","1520734","город Москва, Старослободский переулок, дом 2А","24723","Восточный административный округ","муниципальный округ Сокольники","2048798","9","1","31","2244.6","1987.5","257.1","","179625102","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Измайлово, 3-я Парковая ул., д. 36, к. 2","1510948","город Москва, 3-я Парковая улица, дом 36, корпус 2","18525","Восточный административный округ","муниципальный округ Измайлово","2048912","5","2","40","1652.6","1589.7","62.9","","179625102","22728486","0","0","22289163","22289205","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Северное Измайлово, 15-я Парковая ул., д. 39, к. 3","1539736","город Москва, 15-я Парковая улица, дом 39, корпус 3","18925","Восточный административный округ","муниципальный округ Северное Измайлово","2048758","12","1","96","3625.1","3625.1","0","","179625107","22728486","2","0","","22289201","0","42875644","58761330"
"Дом по адресу г. Москва, Большая Черкизовская ул., д. 9, к. 2","1537874","город Москва, Большая Черкизовская улица, дом 9, корпус 2","28566","Восточный административный округ","муниципальный округ Преображенское","2048755","5","5","100","4503.5","4485.2","18-Mar","","2048929","22728486","0","0","22289163","22289201","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Перово, Зелёный пр-кт, д. 39, к. 2","1537555","город Москва, Зелёный проспект, дом 39, корпус 2","8368","Восточный административный округ","муниципальный округ Перово","2048912","5","4","80","3460.6","3436.8","23-Aug","","179625102","22728486","0","0","22289163","22289204","0","42875644","58761330"
"Дом по адресу РФ, г. Москва, вн.тер.г. м.о. Метрогородок, Открытое ш., д. 26, к. 5","1537252","город Москва, Открытое шоссе, дом 26, корпус 5","18162","Восточный административный округ","муниципальный округ Метрогородок","2048912","5","4","80","3401.9","3376.3","25-Jun","34","179625102","22728486","0","0","22289162","22289205","0","42875644","58761330"
